annual_inc,bc_open_to_buy,bc_util,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,total_bc_limit,total_rec_int,total_rev_hi_lim,emp_length_int,grade_label,application_type_Joint App,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,term_ 60 months,title_Car financing,title_Credit card refinancing,title_Debt consolidation,title_Green loan,title_Home buying,title_Home improvement,title_Major purchase,title_Medical expenses,title_Moving and relocation,title_Other,title_Vacation,verification_status_Source Verified,verification_status_Verified
200000,5241,76,23.88,15000,6289,42.9,21800,3376.73,21800,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100000,21384,28.2,22.91,20000,4312,0,29800,1848.5,43300,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
63000,5824,66.3,30.65,22000,4032,40,17300,6413.92,21500,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33000,828,82.4,25.82,4000,2135,66.7,4700,912.97,15400,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
68000,961,96.2,23.88,25000,8666,100,25600,215.58,37300,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
86000,4288,86.2,26.3,11000,6614,66.7,31100,1399.89,56800,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
28608,891,87.6,30.17,24000,3764,100,7200,6883.35,7200,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
36000,1750,67,26.3,8325,1741,0,3500,815.01,5700,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52000,496,95.9,26.3,32000,9358,66.7,12100,7629.02,26200,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,1913,92.6,25.82,10000,8794,100,25900,2440.65,30800,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
72000,7114,62.9,26.3,20000,2405,71.4,19200,4975.28,45900,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86000,10349,82.9,23.88,28150,10672,77.8,60500,1535.63,60500,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
85000,15000,58.3,28.72,22000,5490,27.3,36000,5942.83,45100,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
108000,271,97.5,28.72,12000,5003,100,10800,3241.55,14400,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
67000,72234,26.7,26.3,20000,6444,4.8,98600,5048.31,116200,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
38000,180,98.8,24.85,30000,9762,100,14900,6780.01,20900,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58100,4183,76,30.94,20900,7110,66.7,25100,6099.17,25100,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19300,3310,26.4,22.91,4800,1090,0,4500,433.87,12600,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000,4319,65.4,23.88,30000,3220,40,12500,6753.45,16200,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
70000,4826,61.4,30.17,12000,5600,33.3,12500,3411.5,21200,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
95800,1641,86.1,24.85,7500,5541,75,11800,291.75,29900,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77533,15404,75.5,25.82,15000,7453,61.5,62800,3340.56,98700,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
53000,3494,77.5,24.85,15000,8360,50,15500,3518.7,25800,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
50000,3459,37.1,24.85,15000,1462,0,5500,13.46,10000,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25000,6604,41.6,24.85,3500,2139,33.3,11300,610.74,14700,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75000,42330,36.5,26.3,24025,9047,0,66700,1554.74,77100,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
49000,320,92,24.85,25000,2975,50,4000,5812.75,5000,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54000,5550,103,29.69,20950,9757,100,16650,3459.37,27970,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
340000,10667,49,22.91,35000,11473,0,32000,6991.38,543130,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150000,3612,57.5,24.85,25000,2583,0,8500,5950.65,8500,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
32000,10283,26,25.82,20000,1630,7.7,13900,4838.26,14400,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
52500,10233,23.6,26.3,10000,3167,50,13400,2465.71,16100,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
41000,6200,0,24.85,16000,0,0,6200,3730.7,9400,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
44000,1613,82.1,26.3,25000,4735,66.7,9000,5761.97,18600,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000,4000,58,30.84,17850,5022,50,16000,5191.62,16000,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
80000,22590,34.5,23.88,20000,6865,0,34500,3961.17,44000,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57000,1388,69.2,24.85,10000,1208,33.3,4500,2325.09,4500,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
86000,10725,31.7,23.88,10000,1958,16.7,15700,2231.24,21500,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
75000,7113,61.6,25.82,11000,6645,66.7,18500,2661.03,21000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29120,3320,97,24.85,10000,7032,80,16600,2345.79,16600,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
123000,9450,56,30.75,17000,6058,60,21500,2073.39,26500,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5200,2201,12,22.91,7000,299,0,2500,1397.33,3300,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
55000,2977,14.9,23.88,15000,523,0,3500,3346.88,21700,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
70000,58600,5.8,24.85,25000,2277,5.6,62200,5968.06,85800,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
200000,4500,91,28.72,35000,9329,50,18000,9454.52,34200,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30000,0,101.7,26.3,20000,3052,100,3000,4948.29,8700,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,10812,31.1,23.88,30000,2506,0,15700,5355.75,22900,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
48000,1646,87.3,22.91,25000,9129,66.7,13000,4990.45,24100,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170000,7974,68.1,30.17,22000,6351,66.7,25000,1915.36,25000,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
128800,10685,22.6,28.72,23850,1828,0,13800,24.73,16100,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
40000,13625,36.6,26.3,24000,3453,33.3,21500,5917.74,30300,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
85000,0,100.4,28.72,15000,9573,100,15600,1359.45,20900,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
52000,1769,90.2,28.72,26000,9149,50,18100,7023.35,29800,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
29000,10,98.6,26.3,5850,690,100,700,1351.53,9200,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80000,1317,93,24.85,13700,2159,100,3950,1316.29,3950,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90000,17290,49.3,29.69,35000,3884,0,22900,6594.2,26900,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
29053.36,4704,82.4,23.88,8000,7553,83.3,26800,1667.34,27800,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18525,1514,76,26.3,8575,4786,100,6300,528.22,8500,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52000,1068,76.3,26.3,10000,2280,50,4500,2465.71,22000,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40000,9263,36.1,24.85,11000,2303,25,14500,2466.48,27300,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60191,11954,36.4,25.82,24000,6846,0,18800,5807.49,30900,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
35000,1003,75.5,22.91,4400,1078,57.1,4100,878.32,4300,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38000,2273,76.8,24.85,17000,3157,50,9800,3952.67,21900,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
73815,21091,28,25.82,17000,3657,0,29300,1383.66,29300,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83000,23847,57.9,25.82,17550,12537,50,56700,4245.56,68400,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
60000,11647,36.4,23.88,35000,2533,0,18300,5729.68,55000,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
85000,7784,55,23.88,30000,4917,25,17300,3826.16,20800,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
40000,5757,71.6,24.85,20000,4244,50,20300,1135.63,28300,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
148000,5575,61,23.88,35000,7253,50,22300,7809.39,28700,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16000,1088,85.3,30.75,17850,3860,50,7400,5175.91,16500,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
120000,9793,2.1,26.3,9100,150,0,10000,1013.97,17400,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42000,10183,55.3,24.85,20000,4277,42.9,22800,4650.19,40900,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
143400,863,98.1,23.88,20000,19796,100,40300,4502.31,75300,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
65000,26781,48.7,23.88,16000,8686,20,51700,3317.51,72700,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89000,5951,82.2,24.85,30000,4301,61.9,33400,6975.29,42700,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28000,906,54.7,25.82,20000,1094,0,2000,4839.44,11400,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,5148,31.4,23.88,20000,2352,50,7500,4462.51,21000,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
45000,2120,78.1,26.3,13500,1867,60,9700,3367.85,23400,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
35699,528,34,26.3,8825,272,0,800,2033.97,800,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80000,60904,3.6,24.85,30000,2271,0,63200,3682.47,89200,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
95000,1144,84.5,26.3,9550,3914,100,7400,379.85,11500,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57200,8472,56.3,24.85,16600,3959,28.6,19400,3074.96,39500,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
14000,933,78.3,25.82,4000,1933,66.7,4300,904.37,6100,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51000,0,104.7,28.72,20000,4712,100,4500,5402.57,18500,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
120000,863,92.4,22.91,35000,7731,100,11300,4853.8,26000,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12000,3619,34.2,23.88,12800,888,33.3,5500,2856.01,7400,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
126100,11043,74.3,23.88,30000,16085,75,43000,6699.7,54100,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23000,3990,60.5,30.75,28000,3850,50,10100,2766.07,19700,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
320000,7179,93,26.3,35000,18949,83.3,43075,3208.54,93075,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,3121,79.3,24.85,20000,2453,72.7,15100,4663.38,16200,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
90000,1032,53.1,23.88,28000,1168,0,2200,6363.61,2200,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
152000,3852,88,24.85,35000,5782,88.9,34665,2626.45,45675,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
84500,1852,60.6,23.88,10000,1602,66.7,4700,8.62,31500,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10596,1060,99,26.3,2250,1420,100,2120,442.36,7120,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80000,708,90.9,25.82,32000,5972,100,7800,7741.2,10200,5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
125000,7913,100,30.17,35000,16552,100,31650,6013.06,46600,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
71000,10158,58.2,28.72,21000,4651,38.5,23600,5381.37,52900,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
57433,1077,66.3,28.72,15400,2123,0,3200,307.14,8000,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
39000,738,89.8,24.85,19775,4451,66.7,7200,4597.88,9800,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,297,95.6,22.91,13100,4827,100,6700,2507.24,15900,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25000,3436,69.9,28.72,16800,6829,33.3,11400,3615.68,30700,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
153000,1036,93,26.3,14400,5992,100,14800,3285.98,16800,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
21710.28,219,97.6,23.88,15975,2153,100,9100,3393.05,15300,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45300,2316,27.6,25.82,10000,813,33.3,3200,2419.13,3600,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
30000,2774,30.7,23.88,15000,1226,0,4000,963.95,5000,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,1308,88.8,30.79,15000,5858,66.7,11700,4355.36,15100,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44400,810,87,22.91,7625,1262,100,4050,1060.48,4050,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43755.24,671,94.7,30.79,25000,2872,85.7,12700,7472.78,26100,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65000,6500,77,30.94,28000,9710,66.7,19500,1574.38,32100,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
187000,11392,26.5,28.72,21950,4108,0,15500,1338.39,143500,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30000,8314,5.5,24.85,14500,304,0,8800,3371.37,15500,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
49000,500,0,26.3,11200,0,0,500,2786.41,3000,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
42290,23921,34.5,30.17,10000,12537,33.3,36500,1196.32,52300,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
85000,558,91.4,25.82,12000,5942,100,6500,716.62,11600,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
195000,154,98.2,28.72,24000,2655,100,8400,2501.57,13200,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30000,3061,89,24.85,5000,9790,80,27900,1086.2,37600,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27300,9464,58.3,24.85,28000,4694,40,22700,6548.26,56900,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
127000,4277,81.1,30.17,25000,6119,60,22600,7107.3,39200,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
57450,5320,44,22.91,15000,12731,20,53200,1091.58,62400,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
57000,11542,51.3,22.91,13000,5311,85.7,23700,0,24900,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75000,472,96.7,23.88,25000,8737,100,14500,940.28,20400,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30040,8544,64.5,26.3,15300,4197,66.7,24100,2726.47,31700,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
85000,14498,50.9,30.79,35000,5630,60,29500,10162.53,39700,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
95000,15730,73.8,24.85,40000,19827,60,60000,9383.23,64900,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
51000,4877,68.5,23.88,20000,3163,25,15500,4159.87,24500,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98000,960,93.2,24.85,10000,5540,75,14200,2325.09,14200,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
67738,3269,90.4,25.82,20000,7435,88.9,33900,4607.89,33900,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25000,3267,80,23.88,14000,6673,66.7,16300,1948.36,29900,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,292,97,26.3,13050,7716,100,9800,2759.75,9800,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
50000,4534,24.4,25.82,20000,1466,50,6000,4478.04,7500,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,102,28.72,11000,4075,100,9400,1627.96,11600,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
77000,11777,57.2,28.72,12000,11421,20,27500,1887.26,31300,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35000,1037,20.2,23.88,4000,263,0,1300,512.87,3100,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
75000,3598,90.8,24.85,35000,10027,100,38900,7603.47,68500,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
165000,1968,92.6,25.82,30000,13211,100,26700,2127.22,29500,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
75000,2638,61,24.85,14775,3972,16.7,15830,3209.76,15830,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000,13411,79.2,25.82,10000,18749,66.7,64500,2505.2,94500,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
62000,3100,0,26.3,5000,0,0,3100,331.91,3100,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50000,1150,81,23.88,3600,1641,100,2300,294.8,5150,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38000,117,97.8,24.85,25000,2549,100,5300,5812.75,9800,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
105000,1356,39,26.3,3800,1370,12.5,10850,875.81,10850,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36400,28771,45.7,26.3,19200,10757,45.5,53000,4776.26,78300,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12000,5176,30.1,22.91,4000,2034,0,7400,798.46,21800,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27000,1572,84.3,25.82,40000,8428,100,10000,7387.8,26800,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
43200,1808,64.5,26.3,16000,1949,75,5100,3771.26,6900,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,8535,59,23.88,37000,4882,42.9,20800,8423.49,24400,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
243000,4264,85.7,24.85,24000,9851,66.7,29900,5743.03,31900,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50840,655,95.8,28.72,28000,7777,100,15500,7630.62,15500,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
98000,8434,73.8,28.72,30000,15229,60,32200,8175.67,45200,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
64000,1500,0,26.3,1550,0,0,1500,331.95,4000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40000,4935,42.6,28.72,25000,1485,20,8600,6813.05,17900,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
100000,5462,51.7,26.3,30000,4614,25,11300,1870.19,15600,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
30000,2154,73.1,25.82,16000,4393,50,8000,3242.05,14200,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31000,6269,16.4,24.85,12000,1231,0,7500,1472.85,30100,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15000,2048,26.9,23.88,16025,635,0,2800,3575.69,2800,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
85000,106,78.8,30.17,24000,394,100,500,6883.35,7000,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
38000,510,15,28.72,15000,73,0,600,4087.83,800,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
35000,6966,56.5,30.17,30000,6067,50,16000,3080.08,16000,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
143431.1,785,95.6,24.85,24000,9021,75,17700,5263.51,22300,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
82000,3960,46,25.82,32925,5488,40,19800,2710.12,22600,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102000,5560,99,22.91,27825,6890,100,27800,0,57700,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
36000,495,58.8,23.88,20000,705,0,1200,4502.31,3200,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
40000,2145,57.1,22.91,6500,2855,0,5000,1326.46,18300,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40000,10325,4.4,22.91,8200,475,0,10800,1222.34,22400,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39000,243,96.8,23.88,10000,2755,100,7700,2251.14,10100,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
71000,268,91.1,25.82,20000,2732,100,3000,2498.97,6500,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
40000,5758,44.6,25.82,18000,3090,66.7,10400,4257.3,14400,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44580,1310,83.6,26.3,15450,6690,100,8000,3975.06,17500,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
89000,345,95.7,24.85,20000,7655,100,8000,2126.91,15100,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
52000,637,93.6,30.79,36000,9363,100,10000,10905.72,26000,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27000,9359,8.2,26.3,11225,564,25,10200,229.61,11100,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
110000,347,87.1,23.88,30000,1211,66.7,2700,6694.82,15700,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39000,10358,40.1,25.82,20000,4784,16.7,17300,4838.55,23900,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
115000,8358,63,22.91,30000,5270,55.6,22600,5992.16,57900,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65000,130871,26.3,26.3,25000,14473,10,179400,6164.31,191500,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,98,95.1,25.82,15000,1902,100,2000,3565.77,2000,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
27000,5544,64.7,25.82,20000,3185,71.4,15700,4521.82,36000,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85000,3243,36.4,25.82,40000,1519,0,5100,8476.52,7300,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
65000,728,91.4,24.85,25000,7206,50,8500,944.71,18900,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
42000,1223,96.5,24.85,11000,9023,85.7,34500,2631.08,46000,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
108000,9184,46.3,30.65,24750,3014,16.7,17100,7314.38,33500,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
37000,230,98.4,23.88,5200,5135,100,14500,1094.11,14500,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25000,290,71,25.82,2350,710,0,1000,536.37,3700,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45000,1714,94,30.65,9975,2437,100,12000,1891.56,12000,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000,14154,65.8,28.72,29050,42189,71.4,82000,4065.03,92700,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8000,2258,80.5,23.88,25000,1559,91.7,11900,5627.89,13100,5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
95000,1206,88.4,23.88,10000,5923,50,10400,2073.44,29400,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36000,5218,13,23.88,14400,782,0,6000,3213,9500,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
67000,172,96.2,28.72,30000,3407,100,4500,8356.14,10400,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
